,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
1924,63233,Profile (Earth-616),\/Profile_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,19.0,Jul-06,2006.0
1925,292315,Hui Lin (Earth-616),\/Hui_Lin_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,19.0,May-07,2007.0
1926,68508,James Wa (Earth-616),\/James_Wa_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,19.0,Feb-07,2007.0
1927,131055,Li Hua (Earth-616),\/Li_Hua_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,19.0,Oct-07,2007.0
1928,307031,Aleksandra Nikolaevna (Earth-616),\/Aleksandra_Nikolaevna_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,19.0,Oct-08,2008.0
1929,693420,Alisande Morales (Earth-616),\/Alisande_Morales_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,19.0,May-08,2008.0
1930,499801,Anti-Venom (Symbiote) (Earth-616),\/Anti-Venom_(Symbiote)_(Earth-616),,Good Characters,Red Eyes,No Hair,Agender Characters,,Deceased Characters,19.0,Oct-08,2008.0
1931,122457,Screwball (Earth-616),\/Screwball_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Purple Hair,Female Characters,,Living Characters,19.0,Jul-08,2008.0
1932,184896,Adam Brashear (Earth-616),\/Adam_Brashear_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,19.0,Jan-09,2009.0
1933,458107,Annie (LMD) (Earth-616),\/Annie_(LMD)_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,19.0,May-11,2011.0
1934,427685,George Tarleton (M.O.D.O.K. Superior) (Earth-616),\/George_Tarleton_(M.O.D.O.K._Superior)_(Earth-616),Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,,Living Characters,19.0,Mar-11,2011.0
1935,566845,Drusilla (Earth-616),\/Drusilla_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,19.0,Feb-13,2013.0
1936,583429,Tamara Devoux (Earth-616),\/Tamara_Devoux_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,19.0,Feb-13,2013.0
1937,655072,Shogo Lee (Earth-616),\/Shogo_Lee_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,19.0,,
1938,282586,Zar (Earth-616),\/Zar_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,18.0,Oct-39,1939.0
1939,18310,Dynamic Man (Earth-616),\/Dynamic_Man_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,18.0,Mar-40,1940.0
1940,282561,John Steele (American Soldier) (Earth-616),\/John_Steele_(American_Soldier)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Jan-40,1940.0
1941,535764,Della Mason (Earth-616),\/Della_Mason_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,18.0,Aug-48,1948.0
1942,240914,Lance Temple (Texas Kid) (Earth-616),\/Lance_Temple_(Texas_Kid)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Orange Hair,Male Characters,,Living Characters,18.0,Jan-51,1951.0
1943,4207,Fenris Wolf (Earth-616),\/Fenris_Wolf_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,18.0,Mar-65,1965.0
1944,27573,Norton McCoy (Earth-616),\/Norton_McCoy_(Earth-616),,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,18.0,Dec-65,1965.0
1945,34975,Bast (Goddess) (Earth-616),\/Bast_(Goddess)_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,18.0,Jul-66,1966.0
1946,37420,Theodore Roberts (Earth-616),\/Theodore_Roberts_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,18.0,Sep-66,1966.0
1947,1264,Franz Cadavus (Earth-616),\/Franz_Cadavus_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,18.0,Jun-68,1968.0
1948,1423,Paul Destine (Earth-616),\/Paul_Destine_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,18.0,Mar-68,1968.0
1949,1372,Alex Nevsky (Earth-616),\/Alex_Nevsky_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,18.0,Jul-69,1969.0
1950,310007,Mindy McPherson (Earth-616),\/Mindy_McPherson_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,18.0,Nov-69,1969.0
1951,15204,"Clark Savage, Jr. (Earth-616)","\/Clark_Savage,_Jr._(Earth-616)",No Dual Identity,Good Characters,,Bronze Hair,Male Characters,,Living Characters,18.0,Oct-72,1972.0
1952,1391,Dakimh (Earth-616),\/Dakimh_(Earth-616),,Good Characters,,White Hair,Male Characters,,Deceased Characters,18.0,Jun-73,1973.0
1953,92131,John D. Armbruster (Earth-616),\/John_D._Armbruster_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,18.0,Jun-73,1973.0
1954,1489,Dweller-in-Darkness (Earth-616),\/Dweller-in-Darkness_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,18.0,Nov-74,1974.0
1955,4875,Lloyd Bloch (Earth-616),\/Lloyd_Bloch_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,18.0,Jan-74,1974.0
1956,2747,Yagzan (Earth-616),\/Yagzan_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,18.0,Aug-74,1974.0
1957,240594,Alexandra Rasputina (Earth-616),\/Alexandra_Rasputina_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Grey Hair,Female Characters,,Deceased Characters,18.0,May-75,1975.0
1958,1830,Horus (Deity) (Earth-616),\/Horus_(Deity)_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,18.0,Sep-75,1975.0
1959,77192,Krakoa (Earth-616),\/Krakoa_(Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Living Characters,18.0,May-75,1975.0
1960,16180,Nathaniel Alexander Byrd (Earth-616),\/Nathaniel_Alexander_Byrd_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,18.0,May-75,1975.0
1961,26911,Norma Astrovik (Earth-616),\/Norma_Astrovik_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,18.0,Jul-75,1975.0
1962,1236,Werner Schmidt (Brain Drain) (Earth-616),\/Werner_Schmidt_(Brain_Drain)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,18.0,Oct-75,1975.0
1963,4112,Aaron English (Earth-616),\/Aaron_English_(Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Male Characters,,Living Characters,18.0,Sep-77,1977.0
1964,2568,Aaron Salomon (Earth-616),\/Aaron_Salomon_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,18.0,Nov-77,1977.0
1965,8862,Barton Hamilton (Earth-616),\/Barton_Hamilton_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Apr-77,1977.0
1966,1930,Kingo Sunen (Earth-616),\/Kingo_Sunen_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,18.0,May-77,1977.0
1967,410170,Nykonn (Earth-616),\/Nykonn_(Earth-616),,Bad Characters,,,,,Living Characters,18.0,Jun-77,1977.0
1968,1826,Hoder Villison (Earth-616),\/Hoder_Villison_(Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,,Living Characters,18.0,Aug-78,1978.0
1969,18370,Jackson Weele (Earth-616),\/Jackson_Weele_(Earth-616),Secret Identity,,Brown Eyes,Grey Hair,Male Characters,,Living Characters,18.0,Jul-78,1978.0
1970,31339,Jonathan Drew (Earth-616),\/Jonathan_Drew_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Apr-78,1978.0
1971,1043,Alejandro Montoya (Earth-616),\/Alejandro_Montoya_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,18.0,Aug-79,1979.0
1972,15220,Necromon (Earth-616),\/Necromon_(Earth-616),,Bad Characters,Red Eyes,,Male Characters,,Living Characters,18.0,Dec-79,1979.0
1973,195236,Asmodeus (Demon) (Earth-616),\/Asmodeus_(Demon)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Feb-81,1981.0
1974,16248,Carter Blaire (Earth-616),\/Carter_Blaire_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Mar-81,1981.0
1975,2260,Hamilton Slade (Rider) (Earth-616),\/Hamilton_Slade_(Rider)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,18.0,May-81,1981.0
1976,18459,Agnar of Vanaheim (Earth-616),\/Agnar_of_Vanaheim_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,18.0,Dec-83,1983.0
1977,16729,Doug Thompson (Earth-616),\/Doug_Thompson_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,18.0,Sep-83,1983.0
1978,16437,Gardner Monroe (Earth-616),\/Gardner_Monroe_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,18.0,Aug-83,1983.0
1979,18623,Gayle Watson (Earth-616),\/Gayle_Watson_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,18.0,Nov-83,1983.0
1980,2740,Plague (Earth-616),\/Plague_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,18.0,May-83,1983.0
1981,16592,Thomas Lennox (Earth-616),\/Thomas_Lennox_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Mar-83,1983.0
1982,18184,Alton Vibereaux (Earth-616),\/Alton_Vibereaux_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,18.0,Sep-84,1984.0
1983,2103,Manslaughter (Earth-616),\/Manslaughter_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,18.0,Jul-84,1984.0
1984,481582,Keiv (Earth-616),\/Keiv_(Earth-616),Public Identity,,,Bald,Male Characters,,Living Characters,18.0,Aug-85,1985.0
1985,4680,Mongoose (Earth-616),\/Mongoose_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,18.0,Dec-86,1986.0
1986,19411,Robin Braxton (Earth-616),\/Robin_Braxton_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,18.0,Mar-86,1986.0
1987,4677,Mister Jip (Earth-616),\/Mister_Jip_(Earth-616),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,18.0,Nov-87,1987.0
1988,1255,Buck Cashman (Earth-616),\/Buck_Cashman_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,18.0,Jan-88,1988.0
1989,26491,Eduardo Lobo (Earth-616),\/Eduardo_Lobo_(Earth-616),Public Identity,,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Oct-88,1988.0
1990,2005,Takashi Matsuya (Earth-616),\/Takashi_Matsuya_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,18.0,Oct-88,1988.0
1991,18105,Teresa Vasquez (Earth-616),\/Teresa_Vasquez_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,18.0,Jan-88,1988.0
1992,68926,Albert Cleary (Earth-616),\/Albert_Cleary_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,18.0,May-89,1989.0
1993,16269,Bliss (Morlock) (Earth-616),\/Bliss_(Morlock)_(Earth-616),Secret Identity,Neutral Characters,,Bald,Female Characters,,Living Characters,18.0,May-90,1990.0
1994,1626,Fin (Intruders) (Earth-616),\/Fin_(Intruders)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,18.0,Jun-90,1990.0
1995,18837,Samantha Joyce (Earth-616),\/Samantha_Joyce_(Earth-616),Public Identity,,,Black Hair,Female Characters,,Living Characters,18.0,Feb-90,1990.0
1996,235690,Gary Paretsky (Earth-616),\/Gary_Paretsky_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,18.0,Oct-91,1991.0
1997,86342,Neal Saroyan (Earth-616),\/Neal_Saroyan_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Sep-91,1991.0
1998,9046,Cyttorak (Earth-616),\/Cyttorak_(Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,18.0,Aug-92,1992.0
1999,21847,John Wraith (Earth-616),\/John_Wraith_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,18.0,Sep-92,1992.0
2000,24604,Korath-Thak (Earth-616),\/Korath-Thak_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,18.0,Mar-92,1992.0
2001,59847,Pilgrim (Earth-616),\/Pilgrim_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,18.0,Aug-92,1992.0
2002,1567,Carl Denti (Earth-616),\/Carl_Denti_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,18.0,Jun-93,1993.0
2003,16328,"Jacob Gavin, Jr. (Earth-616)","\/Jacob_Gavin,_Jr._(Earth-616)",Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,18.0,Aug-93,1993.0
2004,4609,Malcolm Murphy (Earth-616),\/Malcolm_Murphy_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Orange Hair,Male Characters,,Living Characters,18.0,Jan-93,1993.0
2005,321452,Noah DuBois (Earth-616),\/Noah_DuBois_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Apr-93,1993.0
2006,439055,Mister Nacht (Earth-616),\/Mister_Nacht_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,18.0,Oct-94,1994.0
2007,2281,Kevin Tremain (Earth-616),\/Kevin_Tremain_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Mar-96,1996.0
2008,43877,Gator (Earth-616),\/Gator_(Earth-616),Secret Identity,Good Characters,Yellow Eyeballs,No Hair,Male Characters,,Deceased Characters,18.0,Oct-97,1997.0
2009,122167,Lord Tyger (Earth-616),\/Lord_Tyger_(Earth-616),Secret Identity,Good Characters,,Orange Hair,Male Characters,,Deceased Characters,18.0,Nov-97,1997.0
2010,65407,John Ryker (Earth-616),\/John_Ryker_(Earth-616),Public Identity,,Brown Eyes,Grey Hair,Male Characters,,Living Characters,18.0,Mar-00,2000.0
2011,5348,Pixie (First Line) (Earth-616),\/Pixie_(First_Line)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,18.0,Mar-00,2000.0
2012,2567,Davis Cameron (Earth-616),\/Davis_Cameron_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,18.0,Dec-01,2001.0
2013,388717,Wild Sentinels (Earth-616),\/Wild_Sentinels_(Earth-616),Public Identity,Bad Characters,,,,,Living Characters,18.0,Jul-01,2001.0
2014,16678,Evangeline Whedon (Earth-616),\/Evangeline_Whedon_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,18.0,Apr-03,2003.0
2015,20269,Kiden Nixon (Earth-616),\/Kiden_Nixon_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,18.0,Nov-03,2003.0
2016,635672,Ultimaton (Earth-616),\/Ultimaton_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,18.0,Aug-03,2003.0
2017,417198,Gilberto Corazon (Earth-616),\/Gilberto_Corazon_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Aug-04,2004.0
2018,10632,Ismael Ortega (Earth-616),\/Ismael_Ortega_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,18.0,Jul-04,2004.0
2019,430297,Miguel Legar (Earth-616),\/Miguel_Legar_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,18.0,Aug-04,2004.0
2020,41522,Ord (Breakworld) (Earth-616),\/Ord_(Breakworld)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Jul-04,2004.0
2021,3555,Patrick Mulligan (Earth-616),\/Patrick_Mulligan_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,18.0,Sep-04,2004.0
2022,731821,Titannus (Earth-5012),\/Titannus_(Earth-5012),,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,18.0,Jan-05,2005.0
2023,74749,Angmo-Asan (Earth-616),\/Angmo-Asan_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,18.0,Apr-06,2006.0
2024,20722,Demetrius Lazer (Earth-616),\/Demetrius_Lazer_(Earth-616),Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Deceased Characters,18.0,Jan-06,2006.0
2025,41144,Kimura (Earth-616),\/Kimura_(Earth-616),Public Identity,,Green Eyes,Black Hair,Female Characters,,Living Characters,18.0,Dec-06,2006.0
2026,246739,Crosta (Earth-616),\/Crosta_(Earth-616),No Dual Identity,Good Characters,Black Eyes,No Hair,Male Characters,,Living Characters,18.0,Jun-09,2009.0
2027,351736,Janice Lincoln (Earth-616),\/Janice_Lincoln_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,Bisexual Characters,Living Characters,18.0,Aug-10,2010.0
2028,514280,Walter Macken (Earth-616),\/Walter_Macken_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,18.0,Sep-10,2010.0
2029,480514,Maximilian Frankenstein (Earth-616),\/Maximilian_Frankenstein_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,18.0,Sep-11,2011.0
2030,593659,Lucky (Earth-616),\/Lucky_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,,Male Characters,,Living Characters,18.0,Oct-12,2012.0
2031,566841,Ex Nihilo (Earth-616),\/Ex_Nihilo_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Bald,Male Characters,,Living Characters,18.0,Feb-13,2013.0
2032,695433,Scott Adsit (Earth-616),\/Scott_Adsit_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Bald,Male Characters,,Living Characters,18.0,Jan-13,2013.0
2033,6632,Leila Davis (Earth-616),\/Leila_Davis_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,18.0,,
2034,76266,Earl Everett (Earth-616),\/Earl_Everett_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,17.0,Apr-40,1940.0
2035,2391,Valkin (Earth-616),\/Valkin_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,17.0,Aug-40,1940.0
2036,83018,Peter Noble (Earth-616),\/Peter_Noble_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,17.0,Apr-41,1941.0
2037,499417,Pepper Burns (Earth-616),\/Pepper_Burns_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,17.0,Dec-43,1943.0
2038,40050,Mary Mitchell (Earth-616),\/Mary_Mitchell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17.0,Aug-48,1948.0
2039,572600,Emilio Diaz (Earth-616),\/Emilio_Diaz_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,17.0,Jan-51,1951.0
2040,572609,Red Hawk (Cheyenne) (Earth-616),\/Red_Hawk_(Cheyenne)_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,17.0,Jan-51,1951.0
2041,572619,Thunder (Texas Kid) (Earth-616),\/Thunder_(Texas_Kid)_(Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,17.0,Jan-51,1951.0
2042,638095,Lightning (Dog) (Earth-616),\/Lightning_(Dog)_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,17.0,Dec-54,1954.0
2043,638092,Whirlwind (Horse) (Earth-616),\/Whirlwind_(Horse)_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,17.0,Dec-54,1954.0
2044,63354,Elendil (Earth-616),\/Elendil_(Earth-616),,,Red Eyes,Black Hair,,,Living Characters,17.0,Feb-64,1964.0
2045,238410,Skuld (Earth-616),\/Skuld_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,17.0,Mar-64,1964.0
2046,27543,Edna Andrews (Earth-616),\/Edna_Andrews_(Earth-616),,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,17.0,Dec-65,1965.0
2047,1666,Francois Le Blanc (Earth-616),\/Francois_Le_Blanc_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,17.0,Oct-65,1965.0
2048,292442,Humanoids (Leader) (Earth-616),\/Humanoids_(Leader)_(Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,17.0,Jan-65,1965.0
2049,12854,Lucifer (Quist) (Earth-616),\/Lucifer_(Quist)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,17.0,Jan-65,1965.0
2050,243190,Maa-Gor (Earth-616),\/Maa-Gor_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,17.0,Mar-65,1965.0
2051,4133,Dredmund Cromwell (Earth-616),\/Dredmund_Cromwell_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,17.0,May-66,1966.0
2052,2418,Volla (Earth-616),\/Volla_(Earth-616),Secret Identity,Good Characters,Silver Eyes,White Hair,Female Characters,,Deceased Characters,17.0,Apr-66,1966.0
2053,9841,Raniero Drago (Earth-616),\/Raniero_Drago_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,17.0,May-67,1967.0
2054,1128,Angelo Baldini (Earth-616),\/Angelo_Baldini_(Earth-616),,,,,Male Characters,,Living Characters,17.0,Jun-68,1968.0
2055,1754,Eric Gruning (Earth-616),\/Eric_Gruning_(Earth-616),,,,,Male Characters,,Deceased Characters,17.0,Jun-68,1968.0
2056,1752,Gor-Tok (Earth-616),\/Gor-Tok_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,17.0,Feb-68,1968.0
2057,1945,Ivan Krushki (Earth-616),\/Ivan_Krushki_(Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,17.0,Jun-68,1968.0
2058,14541,Lemuel Dorcas (Earth-616),\/Lemuel_Dorcas_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,17.0,Sep-68,1968.0
2059,16103,Torgo (Mekkan) (Earth-616),\/Torgo_(Mekkan)_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,17.0,Oct-69,1969.0
2060,37284,Noah Perricone (Earth-616),\/Noah_Perricone_(Earth-616),Secret Identity,Bad Characters,Green Eyes,,Male Characters,,Living Characters,17.0,Jan-70,1970.0
2061,24800,Ellen Brandt (Earth-616),\/Ellen_Brandt_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,17.0,May-71,1971.0
2062,16016,Gog (Tsiln) (Earth-616),\/Gog_(Tsiln)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Blond Hair,Male Characters,,Living Characters,17.0,Dec-71,1971.0
2063,664996,Andrew Blodgett Mayfair (Earth-616),\/Andrew_Blodgett_Mayfair_(Earth-616),No Dual Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,17.0,Oct-72,1972.0
2064,238548,Krista (Earth-616),\/Krista_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17.0,Nov-73,1973.0
2065,298410,Snake Dance (Earth-616),\/Snake_Dance_(Earth-616),,Neutral Characters,,Black Hair,Male Characters,,Living Characters,17.0,Feb-73,1973.0
2066,339442,Candace Nelson (Earth-616),\/Candace_Nelson_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,17.0,Mar-74,1974.0
2067,261234,Hugh Jones (Earth-616),\/Hugh_Jones_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,17.0,Dec-74,1974.0
2068,70536,Katherine Reynolds (Earth-616),\/Katherine_Reynolds_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,17.0,Mar-74,1974.0
2069,37428,Ward Meachum (Earth-616),\/Ward_Meachum_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Deceased Characters,17.0,Nov-74,1974.0
2070,196721,Kray-Tor (Earth-616),\/Kray-Tor_(Earth-616),Public Identity,,,No Hair,Male Characters,,Deceased Characters,17.0,Jun-75,1975.0
2071,415820,Lisa Castle (Earth-616),\/Lisa_Castle_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,17.0,Aug-75,1975.0
2072,397635,Maria Castle (Earth-616),\/Maria_Castle_(Earth-616),,Neutral Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,17.0,Aug-75,1975.0
2073,2705,Mimir (Earth-616),\/Mimir_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,17.0,Oct-75,1975.0
2074,1608,Osiris (Earth-616),\/Osiris_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,17.0,Sep-75,1975.0
2075,1243,Tode (Earth-616),\/Tode_(Earth-616),No Dual Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,17.0,Jul-76,1976.0
2076,18134,Katherine Summers (Earth-616),\/Katherine_Summers_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,17.0,Dec-77,1977.0
